# MIST version number  = 1.0
# MESA revision number =     7503
# photometric system   = HST/ACS/WFC (Vega)
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit
# 0.2577  5.81867E-03    -0.40     0.00     0.40
# --------------------------------------------------------------------------------------
#     initial_mass   N_pts   N_EEP   N_col   phase        type
# 2.0000000000E+00    1710      10      19     YES    low-mass
# EEPs:        1     202     353     454     605     631     707     808    1409    1710
# --------------------------------------------------------------------------------------
# CCM89 extinction: Av =  0.010
# --------------------------------------------------------------------------------------
#                              1                               2                               3                               4                               5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19
                       star_age                        log_Teff                           log_g                           log_L                          Z_surf       ACS_WFC_F435W       ACS_WFC_F475W       ACS_WFC_F502N       ACS_WFC_F550M       ACS_WFC_F555W       ACS_WFC_F606W       ACS_WFC_F625W       ACS_WFC_F658N       ACS_WFC_F660N       ACS_WFC_F775W       ACS_WFC_F814W      ACS_WFC_F850LP       ACS_WFC_F892N               phase
         3.5804952271365935E+008         4.0023628066731725E+000         4.2831266231997924E+000         1.4200755716504754E+000         5.6583820842206478E-003            1.468168            1.475865            1.480401            1.484189            1.483092            1.489393            1.495266            1.511374            1.496437            1.509839            1.516054            1.532560            1.541002            0.000000
         3.6887114696054047E+008         4.0016770290313195E+000         4.2772139997917478E+000         1.4232424490827982E+000         5.6580044329166412E-003            1.457657            1.465143            1.469504            1.473085            1.472092            1.478230            1.483937            1.499973            1.485000            1.498144            1.504239            1.520409            1.528745            0.000000
         3.8385728297564644E+008         4.0006688763934264E+000         4.2688945921872659E+000         1.4275255676257679E+000         5.6575103662908077E-003            1.443178            1.450342            1.454434            1.457706            1.456871            1.462766            1.468224            1.484165            1.469138            1.481883            1.487806            1.503488            1.511681            0.000000
         4.0035585975649166E+008         3.9995557732850777E+000         4.2593632649027953E+000         1.4326002633265262E+000         5.6570195592939854E-003            1.426341            1.433156            1.436959            1.439887            1.439224            1.444847            1.450029            1.465833            1.450754            1.463079            1.468807            1.483943            1.491966            0.000000
         4.1055720176069152E+008         3.9988275752307372E+000         4.2533555621515902E+000         1.4356925378340666E+000         5.6567285209894180E-003            1.415918            1.422497            1.426101            1.428802            1.428255            1.433698            1.438697            1.454425            1.439311            1.451345            1.456949            1.471732            1.479652            0.000000
         4.2059380068351841E+008         3.9980903779679453E+000         4.2473412344322243E+000         1.4387554445032715E+000         5.6564612314105034E-003            1.405548            1.411883            1.415284            1.417754            1.417326            1.422587            1.427399            1.443055            1.427905            1.439638            1.445116            1.459544            1.467364            0.000000
         4.3450836593677491E+008         3.9969909043738188E+000         4.2388198546677298E+000         1.4428752563361424E+000         5.6561026722192764E-003            1.391243            1.397199            1.400281            1.402404            1.402158            1.407144            1.411675            1.427249            1.412041            1.423298            1.428593            1.442502            1.450188            0.000000
         4.4967100927527094E+008         3.9957712620217496E+000         4.2290971719709471E+000         1.4477151922401523E+000         5.6557627394795418E-003            1.374712            1.380251            1.382983            1.384720            1.384675            1.389356            1.393573            1.409041            1.393772            1.404510            1.409600            1.422927            1.430458            0.000000
         4.5902877070928174E+008         3.9949779910083638E+000         4.2229952855983157E+000         1.4506413928893740E+000         5.6555713526904583E-003            1.364543            1.369802            1.372299            1.373782            1.373872            1.378351            1.382362            1.397771            1.382461            1.392847            1.397807            1.410760            1.418198            0.000000
         4.7718855441487324E+008         3.9933613530374275E+000         4.2107868266102280E+000         1.4563781404846876E+000         5.6552286259829998E-003            1.344441            1.349119            1.351128            1.352088            1.352455            1.356519            1.360104            1.375398            1.360005            1.369658            1.374353            1.386549            1.393809            0.000000
         4.8965839720888209E+008         3.9921667675910344E+000         4.2021665079882702E+000         1.4602165299984473E+000         5.6550074368715286E-003            1.330651            1.334886            1.336522            1.337087            1.337666            1.341417            1.344681            1.359902            1.344446            1.353534            1.358037            1.369682            1.376824            0.000000
         5.0321811557042897E+008         3.9908507627279395E+000         4.1923564101304240E+000         1.4647585315935265E+000         5.6548351421952248E-003            1.314702            1.318456            1.319689            1.319817            1.320626            1.324029            1.326936            1.342044            1.326526            1.335011            1.339298            1.350328            1.357330            0.000000
         5.1979354527522337E+008         3.9890734669288168E+000         4.1798489492050184E+000         1.4701517526118595E+000         5.6546409614384174E-003            1.295135            1.298214            1.298885            1.298406            1.299537            1.302457            1.304871            1.319835            1.304233            1.311867            1.315868            1.326080            1.332918            0.000000
         5.3564884107788473E+008         3.9872597320728529E+000         4.1673719328012826E+000         1.4753688553739510E+000         5.6545007973909378E-003            1.275977            1.278360            1.278449            1.277341            1.278805            1.281224            1.283125            1.297926            1.282247            1.288996            1.292707            1.302088            1.308770            0.000000
         5.5084665076059926E+008         3.9853949765688315E+000         4.1548580206947072E+000         1.4804188443476491E+000         5.6544062681496143E-003            1.257156            1.258808            1.258290            1.256528            1.258340            1.260235            1.261602            1.276232            1.260484            1.266298            1.269712            1.278243            1.284781            0.000000
         5.6542083835573912E+008         3.9834977592837042E+000         4.1423735399011203E+000         1.4853096261408130E+000         5.6543499231338501E-003            1.238730            1.239625            1.238478            1.236039            1.238212            1.239564            1.240377            1.254820            1.239009            1.243853            1.246967            1.254636            1.261039            0.000000
         5.8626640003845215E+008         3.9805894344136630E+000         4.1237221421953123E+000         1.4923205836062632E+000         5.6543387472629547E-003            1.211942            1.211645            1.209510            1.205995            1.208737            1.209227            1.209162            1.223280            1.207390            1.210714            1.213370            1.219727            1.225950            0.000000
         5.9958599226269114E+008         3.9786183157124029E+000         4.1113372893903772E+000         1.4968162474554318E+000         5.6543657556176186E-003            1.194615            1.193488            1.190666            1.186387            1.189528            1.189408            1.188724            1.202582            1.186647            1.188928            1.191276            1.196749            1.202862            0.000000
         6.1252596986306643E+008         3.9766091712295433E+000         4.0989150045887106E+000         1.5011972557616664E+000         5.6544225662946701E-003            1.177624            1.175631            1.172090            1.167000            1.170559            1.169792            1.168454            1.182008            1.166036            1.167245            1.169279            1.173858            1.179868            0.000000
         6.1888863318451238E+008         3.9755728587099415E+000         4.0926127455733052E+000         1.5033519091832825E+000         5.6544630788266659E-003            1.169177            1.166729            1.162810            1.157289            1.161069            1.159961            1.158278            1.171663            1.155678            1.156326            1.158200            1.162320            1.168282            0.000000
         6.2514212889034092E+008         3.9745020093452559E+000         4.0862874700101015E+000         1.5053914423054988E+000         5.6545059196650982E-003            1.160964            1.158035            1.153717            1.147745            1.151757            1.150290            1.148244            1.161452            1.145456            1.145514            1.147223            1.150873            1.156794            0.000000
         6.3127451817831802E+008         3.9734672733872780E+000         4.0799899083550226E+000         1.5075477315888333E+000         5.6545548141002655E-003            1.152589            1.149197            1.144495            1.138081            1.142318            1.140500            1.138100            1.151118            1.135116            1.134612            1.136160            1.139353            1.145229            0.000000
         6.3729678335091543E+008         3.9724047348667133E+000         4.0736997172369183E+000         1.5095854526173054E+000         5.6546139530837536E-003            1.144479            1.140603            1.135500            1.128623            1.133096            1.130911            1.128141            1.140959            1.124954            1.123863            1.125247            1.127973            1.133812            0.000000
         6.4321922494621313E+008         3.9712735307744458E+000         4.0673908050351715E+000         1.5113672424897082E+000         5.6546730920672417E-003            1.136886            1.132479            1.126934            1.119553            1.124284            1.121699            1.118526            1.131136            1.115129            1.113390            1.114604            1.116843            1.122656            0.000000
         6.5142230134188485E+008         3.9697893382800529E+000         4.0586978991365683E+000         1.5141201905083892E+000         5.6547406129539013E-003            1.125935            1.120838            1.114721            1.106668            1.111737            1.108621            1.104914            1.117210            1.101209            1.098641            1.099627            1.101218            1.106986            0.000000
         6.5709351160681391E+008         3.9687035954124896E+000         4.0524041056449569E+000         1.5160687391153020E+000         5.6548137217760086E-003            1.118149            1.112540            1.106001            1.097446            1.102766            1.099253            1.095148            1.107202            1.091209            1.088030            1.088849            1.089967            1.095708            0.000000
         6.6582032074000049E+008         3.9669681012410800E+000         4.0422208760021139E+000         1.5193063845788668E+000         5.6549590080976486E-003            1.105492            1.099064            1.091851            1.082475            1.088199            1.084040            1.079287            1.090920            1.074947            1.070796            1.071349            1.071709            1.077406            0.000000
         6.7122066508549750E+008         3.9658456531810486E+000         4.0358897304455512E+000         1.5211455030460306E+000         5.6550428271293640E-003            1.098032            1.091062            1.083404            1.073483            1.079475            1.074886            1.069705            1.081057            1.065099            1.060306            1.060687            1.060564            1.066244            0.000000
         6.7869143575925291E+008         3.9642664490458746E+000         4.0271551556240146E+000         1.5235601785563464E+000         5.6551368907094002E-003            1.088050            1.080307            1.072015            1.061311            1.067687            1.062483            1.056688            1.067629            1.051699            1.045992            1.046134            1.045335            1.051001            0.000000
         6.8383858112445188E+008         3.9631185700796783E+000         4.0208830732910696E+000         1.5252385533351953E+000         5.6552262976765633E-003            1.081042            1.072731            1.063972            1.052690            1.059348            1.053688            1.047441            1.058069            1.042165            1.035787            1.035756            1.034468            1.040129            0.000000
         6.9381598273011601E+008         3.9608269030169625E+000         4.0083088295382652E+000         1.5286418066849725E+000         5.6554120965301991E-003            1.067063            1.057607            1.047911            1.035447            1.042676            1.036089            1.028920            1.038878            1.023039            1.015321            1.014944            1.012680            1.018337            0.000000
         6.9868441160878992E+008         3.9596714236163635E+000         4.0019840897797989E+000         1.5303424829265868E+000         5.6555094197392464E-003            1.060138            1.050097            1.039925            1.026849            1.034372            1.027307            1.019662            1.029260            1.013460            1.005063            1.004513            1.001758            1.007418            0.000000
         7.0345780498959112E+008         3.9584716980219388E+000         3.9957440726536357E+000         1.5317814689449953E+000         5.6556034833192825E-003            1.053916            1.043251            1.032558            1.018815            1.026656            1.019074            1.010917            1.020126            1.004390            0.995243            0.994506            0.991240            0.996926            0.000000
         7.1271766463800168E+008         3.9561545724581215E+000         3.9831637892132710E+000         1.5350890526124501E+000         5.6558060459792614E-003            1.040816            1.028944            1.017245            1.002161            1.010628            1.002016            0.992845            1.001215            0.985633            0.975040            0.973930            0.969655            0.975389            0.000000
         7.1723260065793300E+008         3.9549625638536345E+000         3.9768545217149232E+000         1.5366282035046419E+000         5.6559112854301929E-003            1.034614            1.022109            1.009886            0.994090            1.002886            0.993729            0.984021            0.991939            0.976439            0.965094            0.963793            0.959002            0.964769            0.000000
         7.2346339584403527E+008         3.9532896784657394E+000         3.9681678577598247E+000         1.5386204637623582E+000         5.6560407392680645E-003            1.026461            1.013073            1.000107            0.983289            0.992554            0.982613            0.972138            0.979396            0.964014            0.951603            0.950036            0.944526            0.950348            0.000000
         7.3023606393151224E+008         3.9513551451423656E+000         3.9579794840435341E+000         1.5410674350709803E+000         5.6562293320894241E-003            1.016720            1.002400            0.988575            0.970554            0.980367            0.969502            0.958124            0.964571            0.949335            0.935697            0.933820            0.927475            0.933360            0.000000
         7.3612016245152903E+008         3.9496511453636507E+000         3.9493024381763879E+000         1.5429256902373774E+000         5.6563615798950195E-003            1.009010            0.993888            0.979294            0.960187            0.970492            0.958794            0.946602            0.952307            0.937205            0.922470            0.920322            0.913251            0.919205            0.000000
         7.4249170295955658E+008         3.9476874298560025E+000         3.9391679057095104E+000         1.5452021817594024E+000         5.6565585546195507E-003            1.000000            0.983916            0.968433            0.948041            0.958921            0.946238            0.933088            0.937888            0.922949            0.906954            0.904493            0.896581            0.902617            0.000000
         7.4803152112296748E+008         3.9459635064614527E+000         3.9305681786745423E+000         1.5469035046153814E+000         5.6566903367638588E-003            0.993121            0.976094            0.959817            0.938257            0.949655            0.936082            0.922068            0.926038            0.911250            0.894133            0.891401            0.882759            0.888879            0.000000
         7.5186037806379271E+008         3.9447291095819317E+000         3.9243401884489386E+000         1.5481919740914585E+000         5.6568039581179619E-003            0.988207            0.970426            0.953578            0.931159            0.942934            0.928708            0.914063            0.917411            0.902736            0.884818            0.881890            0.872724            0.878906            0.000000
         7.5926242247384286E+008         3.9422666377107194E+000         3.9120491234478547E+000         1.5506293557652613E+000         5.6570251472294331E-003            0.979316            0.959765            0.941762            0.917561            0.930105            0.914536            0.898597            0.900640            0.886202            0.866676            0.863359            0.853152            0.859470            0.000000
         7.6435549870612073E+008         3.9405500983261561E+000         3.9035738782945471E+000         1.5522358348860283E+000         5.6571625173091888E-003            0.973727            0.952748            0.933990            0.908503            0.921595            0.905060            0.888193            0.889272            0.875011            0.854355            0.850767            0.839837            0.846261            0.000000
         7.6992941416756129E+008         3.9385670161950364E+000         3.8936680015826424E+000         1.5542063823477521E+000         5.6573594920337200E-003            0.967047            0.944414            0.924921            0.897932            0.911661            0.893988            0.876032            0.875937            0.861894            0.839929            0.836026            0.824260            0.830812            0.000000
         7.7478106194179916E+008         3.9368491517266424E+000         3.8852711595761411E+000         1.5557292082476357E+000         5.6574996560811996E-003            0.961810            0.937819            0.917708            0.889383            0.903674            0.884990            0.866069            0.864917            0.851072            0.827959            0.823786            0.811301            0.817977            0.000000
         7.8143375546330118E+008         3.9343945923093302E+000         3.8732280833658712E+000         1.5579504111216247E+000         5.6577236391603947E-003            0.954373            0.928694            0.907585            0.877270            0.892385            0.872212            0.851873            0.849141            0.835593            0.810838            0.806279            0.792769            0.799631            0.000000
         7.8470313606750250E+008         3.9331603947243621E+000         3.8672246077901749E+000         1.5590152833491855E+000         5.6578367948532104E-003            0.950860            0.924485            0.902764            0.871400            0.886944            0.865997            0.844924            0.841370            0.827977            0.802393            0.797642            0.783620            0.790581            0.000000
         7.9108482468988431E+008         3.9307095070492526E+000         3.8553097239441660E+000         1.5611230267766221E+000         5.6580607779324055E-003            0.944137            0.916755            0.893495            0.859934            0.876360            0.853826            0.831248            0.826010            0.812930            0.785706            0.780574            0.765542            0.772705            0.000000
         7.9551511026404226E+008         3.9289985672635548E+000         3.8471078970319335E+000         1.5624786112010183E+000         5.6582037359476089E-003            0.939984            0.912201            0.887550            0.852351            0.869424            0.845734            0.822062            0.815612            0.802756            0.774386            0.768991            0.753262            0.760573            0.000000
         8.0039423560418868E+008         3.9270371947675935E+000         3.8375335565689728E+000         1.5642045841456951E+000         5.6584007106721401E-003            0.935321            0.906737            0.880458            0.843352            0.861194            0.836135            0.811169            0.803294            0.790694            0.761019            0.755325            0.738805            0.746289            0.000000
         8.0467963452816272E+008         3.9253493525094014E+000         3.8294456892869131E+000         1.5655386141112300E+000         5.6585441343486309E-003            0.932163            0.902473            0.874881            0.836106            0.854635            0.828361            0.802246            0.793118            0.780740            0.749930            0.743984            0.726795            0.734442            0.000000
         8.1063274859491909E+008         3.9229568450746184E+000         3.8178309150315792E+000         1.5675798044948803E+000         5.6587704457342625E-003            0.927842            0.896147            0.866899            0.825676            0.845199            0.817158            0.789375            0.778397            0.766352            0.733937            0.727633            0.709497            0.717380            0.000000
         8.1649536937028694E+008         3.9206068879533413E+000         3.8063450877287175E+000         1.5696622379392746E+000         5.6590000167489052E-003            0.923814            0.889886            0.859303            0.815508            0.836025            0.806201            0.776745            0.763849            0.752164            0.718170            0.711511            0.692440            0.700564            0.000000
         8.1941655830800986E+008         3.9194507853225851E+000         3.8006411288912445E+000         1.5707399847479104E+000         5.6591131724417210E-003            0.921784            0.886735            0.855623            0.810479            0.831488            0.800771            0.770483            0.756600            0.745108            0.710338            0.703503            0.683966            0.692209            0.000000
         8.2521704940222144E+008         3.9172145881614178E+000         3.7894368400298832E+000         1.5729958571592648E+000         5.6593478657305241E-003            0.917475            0.880347            0.848492            0.800525            0.822487            0.790022            0.758110            0.742228            0.731144            0.694882            0.687697            0.667246            0.675716            0.000000
         8.3103920464690650E+008         3.9151134824319538E+000         3.7785375191620680E+000         1.5754870436579140E+000         5.6595853529870510E-003            0.912580            0.873683            0.841327            0.790485            0.813323            0.779208            0.745752            0.727880            0.717222            0.679573            0.672050            0.650717            0.659394            0.000000
         8.3521892825243580E+008         3.9137550611549599E+000         3.7712405676337708E+000         1.5773476614411024E+000         5.6597418151795864E-003            0.909050            0.869037            0.836148            0.783482            0.806854            0.771692            0.737219            0.718010            0.707641            0.669107            0.661363            0.639454            0.648263            0.000000
         8.4136084697677207E+008         3.9121498876503957E+000         3.7613822828174781E+000         1.5807812091352995E+000         5.6599956005811691E-003            0.901932            0.860635            0.826949            0.772205            0.796183            0.759799            0.724124            0.703271            0.693261            0.653727            0.645709            0.623093            0.632031            0.000000
         8.4773099388093984E+008         3.9113848900026369E+000         3.7536714384357541E+000         1.5854277911263130E+000         5.6602656841278076E-003            0.890753            0.848948            0.814911            0.759279            0.783507            0.746579            0.710374            0.688669            0.678847            0.638951            0.630774            0.607755            0.616678            0.000000
         8.5189098217734861E+008         3.9117043063811496E+000         3.7509909829799231E+000         1.5893831405677163E+000         5.6604221463203430E-003            0.879983            0.838606            0.804899            0.749803            0.773844            0.737234            0.701348            0.679894            0.670016            0.630499            0.622331            0.599350            0.608127            0.000000
         8.5552651665117705E+008         3.9132329701030484E+000         3.7520193845350285E+000         1.5944668369994959E+000         5.6605893187224865E-003            0.864850            0.825002            0.792358            0.739455            0.762796            0.727483            0.692881            0.672841            0.662652            0.624418            0.616429            0.593932            0.602366            0.000000
         8.5742602832789087E+008         3.9146828600710508E+000         3.7543762349492402E+000         1.5979082269284366E+000         5.6606703437864780E-003            0.854387            0.815908            0.784062            0.733233            0.755928            0.721813            0.688386            0.669665            0.659189            0.622121            0.614314            0.592304            0.600450            0.000000
         8.5900672320633721E+008         3.9164739544343190E+000         3.7579299558742099E+000         1.6015177778684140E+000         5.6607350707054138E-003            0.843565            0.806714            0.775555            0.727316            0.749195            0.716561            0.684542            0.667399            0.656581            0.620937            0.613358            0.591964            0.599774            0.000000
         8.6030946001593423E+008         3.9185371390920514E+000         3.7624352568693658E+000         1.6052642986153032E+000         5.6607918813824654E-003            0.832478            0.797563            0.767160            0.721754            0.742677            0.711739            0.681302            0.665889            0.654706            0.620694            0.613378            0.592694            0.600127            0.000000
         8.6083701904121161E+008         3.9194521034500549E+000         3.7643990858753460E+000         1.6069599763064455E+000         5.6608081795275211E-003            0.827499            0.793486            0.763521            0.719277            0.739778            0.709580            0.679838            0.665158            0.653826            0.620541            0.613340            0.592964            0.600229            0.000000
         8.6180933793647516E+008         3.9218325596806944E+000         3.7699503514589550E+000         1.6109298413805713E+000         5.6608486920595169E-003            0.815850            0.784199            0.755609            0.714154            0.733577            0.705262            0.677292            0.664438            0.652746            0.621344            0.614439            0.594867            0.601706            0.000000
         8.6260316882804322E+008         3.9243645928724358E+000         3.7759803516188657E+000         1.6150274042129964E+000         5.6608808226883411E-003            0.804177            0.774905            0.748096            0.709341            0.727642            0.701267            0.675135            0.664097            0.652063            0.622662            0.616068            0.597347            0.603740            0.000000
         8.6297011970864224E+008         3.9259127946271359E+000         3.7798013013810143E+000         1.6173989841313747E+000         5.6609027087688446E-003            0.797675            0.769684            0.744083            0.706890            0.724521            0.699298            0.674261            0.664279            0.652050            0.623869            0.617466            0.599268            0.605397            0.000000
         8.6354858605885768E+008         3.9285666368085685E+000         3.7861634427003223E+000         1.6216517956162968E+000         5.6609297171235085E-003            0.786727            0.760437            0.737051            0.702468            0.718984            0.695674            0.672459            0.664200            0.651652            0.625568            0.619493            0.602196            0.607881            0.000000
         8.6377804877071285E+008         3.9296826977024226E+000         3.7887246778706567E+000         1.6235546477498013E+000         5.6609348393976688E-003            0.782138            0.756322            0.733898            0.700410            0.716470            0.693940            0.671468            0.663906            0.651227            0.626028            0.620091            0.603177            0.608677            0.000000
         8.6420211549967480E+008         3.9323391269537051E+000         3.7950139512133916E+000         1.6278907821665156E+000         5.6609539315104485E-003            0.772213            0.747690            0.727217            0.696210            0.711231            0.690487            0.669722            0.663748            0.650768            0.627675            0.622073            0.606081            0.611154            0.000000
         8.6440227641491234E+008         3.9339091496395779E+000         3.7987807185972784E+000         1.6304039522120237E+000         5.6609674356877804E-003            0.766725            0.743171            0.723629            0.693998            0.708428            0.688698            0.668904            0.663821            0.650671            0.628825            0.623422            0.607980            0.612806            0.000000
         8.6471253151085758E+008         3.9364989536645383E+000         3.8047216626647038E+000         1.6348219972665499E+000         5.6609781458973885E-003            0.757291            0.735616            0.717379            0.689906            0.703391            0.685274            0.667034            0.663326            0.649916            0.630141            0.625065            0.610527            0.614946            0.000000
         8.6483486441786075E+008         3.9375642613354955E+000         3.8070287580370019E+000         1.6367760476839264E+000         5.6609809398651123E-003            0.753155            0.732333            0.714588            0.687970            0.701074            0.683603            0.665986            0.662808            0.649299            0.630382            0.625438            0.611271            0.615522            0.000000
         8.6506927813669419E+008         3.9400728515123520E+000         3.8125686987750660E+000         1.6412702937600678E+000         5.6609944440424442E-003            0.743866            0.725152            0.708557            0.683892            0.696115            0.680124            0.663941            0.661940            0.648214            0.631307            0.626677            0.613386            0.617255            0.000000
         8.6526387702194428E+008         3.9425014503175282E+000         3.8177440636367797E+000         1.6458091788645421E+000         5.6610023602843285E-003            0.734577            0.717934            0.702594            0.679772            0.691153            0.676553            0.661722            0.660749            0.646841            0.631878            0.627548            0.615103            0.618612            0.000000
         8.6535656486207628E+008         3.9438765682738719E+000         3.8206532224620631E+000         1.6484004192412951E+000         5.6610107421875000E-003            0.729493            0.713928            0.699337            0.677527            0.688439            0.674604            0.660521            0.660081            0.646080            0.632215            0.628054            0.616089            0.619400            0.000000
         8.6550294279755592E+008         3.9461274318595772E+000         3.8251446912322566E+000         1.6529122949110051E+000         5.6610158644616604E-003            0.720960            0.706973            0.693608            0.673394            0.683551            0.670930            0.658039            0.658391            0.644256            0.632198            0.628311            0.617125            0.620113            0.000000
         8.6556203710895371E+008         3.9470499453968566E+000         3.8268814579161781E+000         1.6548655401026577E+000         5.6610186584293842E-003            0.717347            0.703956            0.691091            0.671512            0.681364            0.669228            0.656816            0.657463            0.643279            0.631965            0.628189            0.617321            0.620176            0.000000
         8.6567451676892996E+008         3.9491182994867695E+000         3.8307354443894894E+000         1.6592848842014098E+000         5.6610242463648319E-003            0.709406            0.697276            0.685529            0.667334            0.676512            0.665438            0.654076            0.655331            0.641051            0.631406            0.627878            0.617721            0.620284            0.000000
         8.6576846713608849E+008         3.9510196758298859E+000         3.8341143023241933E+000         1.6635114594162015E+000         5.6610293686389923E-003            0.701941            0.690927            0.680204            0.663239            0.671807            0.661681            0.651260            0.653008            0.638655            0.630549            0.627247            0.617742            0.620038            0.000000
         8.6584712130129957E+008         3.9527434563175277E+000         3.8370324827745965E+000         1.6674883399666152E+000         5.6610349565744400E-003            0.694947            0.684956            0.675159            0.659281            0.667303            0.658015            0.648429            0.650568            0.636163            0.629458            0.626358            0.617442            0.619497            0.000000
         8.6591327568907320E+008         3.9542924456689037E+000         3.8395273176410609E+000         1.6711894108379335E+000         5.6610377505421638E-003            0.688405            0.679376            0.670410            0.655489            0.663026            0.654475            0.645627            0.648074            0.633634            0.628191            0.625270            0.616882            0.618722            0.000000
         8.6599581117231917E+008         3.9563455189365904E+000         3.8426943764870032E+000         1.6762345791446505E+000         5.6610456667840481E-003            0.679543            0.671821            0.663955            0.650268            0.657169            0.649569            0.641676            0.644467            0.629995            0.626229            0.623545            0.615852            0.617410            0.000000
         8.6603928959242964E+008         3.9574282679555761E+000         3.8442929952763549E+000         1.6789669219897252E+000         5.6610512547194958E-003            0.674792            0.667755            0.660468            0.647412            0.653983            0.646871            0.639470            0.642411            0.627930            0.625050            0.622490            0.615163            0.616573            0.000000
         8.6609130127441156E+008         3.9586946692001481E+000         3.8461292543518648E+000         1.6821962269690767E+000         5.6610535830259323E-003            0.669235            0.662995            0.656384            0.644052            0.650240            0.643688            0.636853            0.639943            0.625457            0.623615            0.621198            0.614299            0.615538            0.000000
         8.6613606579253268E+008         3.9597154496643387E+000         3.8476905973598701E+000         1.6847179692713448E+000         5.6610563769936562E-003            0.665028            0.659424            0.653353            0.641591            0.647474            0.641364            0.634978            0.638173            0.623686            0.622677            0.620376            0.613825            0.614930            0.000000
         8.6618153772737062E+008         3.9605562621897450E+000         3.8491588093219411E+000         1.6866129706433957E+000         5.6610591709613800E-003            0.662070            0.656982            0.651349            0.640048            0.645685            0.639932            0.633909            0.637185            0.622699            0.622367            0.620164            0.613903            0.614905            0.000000
         8.6622545797192883E+008         3.9610230479941890E+000         3.8504802285677164E+000         1.6871586587027982E+000         5.6610647588968277E-003            0.661738            0.656921            0.651518            0.640465            0.645971            0.640411            0.634583            0.637922            0.623434            0.623453            0.621310            0.615223            0.616183            0.000000
         8.6626415593197095E+008         3.9610504398890147E+000         3.8515641681209081E+000         1.6861842553798985E+000         5.6610698811709881E-003            0.664295            0.659465            0.654048            0.643002            0.648510            0.642957            0.637132            0.640516            0.626020            0.626012            0.623884            0.617832            0.618818            0.000000
         8.6629290083510375E+008         3.9607383236819755E+000         3.8523085712872045E+000         1.6841913641780279E+000         5.6610726751387119E-003            0.668681            0.663624            0.658011            0.646786            0.652399            0.646706            0.640739            0.644150            0.629641            0.629320            0.627171            0.621043            0.622105            0.000000
         8.6632038430672526E+008         3.9601556645255105E+000         3.8529411722451092E+000         1.6812281045372706E+000         5.6610754691064358E-003            0.674946            0.669485            0.663525            0.651968            0.657769            0.651820            0.645589            0.649015            0.634489            0.633622            0.631423            0.625135            0.626317            0.000000
         8.6634386954437947E+008         3.9594343453480279E+000         3.8533457454450488E+000         1.6779382359422361E+000         5.6610754691064358E-003            0.681758            0.675806            0.669426            0.657457            0.663488            0.657220            0.650662            0.654082            0.639542            0.638015            0.635752            0.629255            0.630576            0.000000
         8.6637655897132945E+008         3.9581122507558684E+000         3.8535015989067283E+000         1.6724939782783792E+000         5.6610782630741596E-003            0.692821            0.685981            0.678842            0.666108            0.672558            0.665699            0.658538            0.661898            0.647345            0.644636            0.642246            0.635354            0.636913            0.000000
         8.6640499950442374E+008         3.9567517413612823E+000         3.8530555922913012E+000         1.6674979251126587E+000         5.6610782630741596E-003            0.702760            0.695016            0.687109            0.673572            0.680454            0.672975            0.665185            0.668426            0.653872            0.649976            0.647449            0.640136            0.641926            0.000000
         8.6642653240361738E+008         3.9556519498238316E+000         3.8522951017839908E+000         1.6638592328856667E+000         5.6610782630741596E-003            0.709852            0.701384            0.692864            0.678667            0.685896            0.677908            0.669604            0.672710            0.658164            0.653326            0.650683            0.643019            0.644986            0.000000
         8.6645978885216463E+008         3.9538606237315816E+000         3.8500518091269913E+000         1.6589371957335355E+000         5.6610782630741596E-003            0.718992            0.709368            0.699872            0.684577            0.692371            0.683538            0.674387            0.677186            0.662671            0.656346            0.653502            0.645244            0.647474            0.000000
         8.6648516164850545E+008         3.9525154139060774E+000         3.8475526601024335E+000         1.6560554862803831E+000         5.6610782630741596E-003            0.723840            0.713400            0.703191            0.687061            0.695274            0.685798            0.676006            0.678510            0.664032            0.656627            0.653623            0.644899            0.647308            0.000000
         8.6652394379218793E+008         3.9505245120531329E+000         3.8421783279984538E+000         1.6534661816943730E+000         5.6610805913805962E-003            0.726818            0.715262            0.704035            0.686659            0.695484            0.685046            0.674300            0.676257            0.661859            0.652933            0.649672            0.640218            0.642846            0.000000
         8.6656584123719192E+008         3.9485986719098598E+000         3.8348999233596741E+000         1.6530411942548708E+000         5.6610805913805962E-003            0.724549            0.711966            0.699803            0.681208            0.690611            0.679234            0.667562            0.668856            0.654564            0.644260            0.640727            0.630518            0.633305            0.000000
         8.6660794575420582E+008         3.9468735350792752E+000         3.8263229781862291E+000         1.6547175600723758E+000         5.6610833853483200E-003            0.717451            0.703955            0.691001            0.671303            0.681211            0.668985            0.656484            0.657068            0.642894            0.631449            0.627649            0.616714            0.619588            0.000000
         8.6665861743141663E+008         3.9450978423777991E+000         3.8154502246206197E+000         1.6584875037320268E+000         5.6610833853483200E-003            0.705160            0.690689            0.676969            0.656125            0.666539            0.653432            0.640077            0.639816            0.625787            0.613258            0.609161            0.597431            0.600341            0.000000
