# MIST version number  = 1.0
# MESA revision number =     7503
# photometric system   = HST/ACS/WFC (Vega)
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit
# 0.2577  5.81867E-03    -0.40     0.00     0.40
# --------------------------------------------------------------------------------------
#     initial_mass   N_pts   N_EEP   N_col   phase        type
# 1.5000000000E+00    1710      10      19     YES    low-mass
# EEPs:        1     202     353     454     605     631     707     808    1409    1710
# --------------------------------------------------------------------------------------
# CCM89 extinction: Av =  0.010
# --------------------------------------------------------------------------------------
#                              1                               2                               3                               4                               5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19
#                       star_age                        log_Teff                           log_g                           log_L                          Z_surf       ACS_WFC_F435W       ACS_WFC_F475W       ACS_WFC_F502N       ACS_WFC_F550M       ACS_WFC_F555W       ACS_WFC_F606W       ACS_WFC_F625W       ACS_WFC_F658N       ACS_WFC_F660N       ACS_WFC_F775W       ACS_WFC_F814W      ACS_WFC_F850LP       ACS_WFC_F892N               phase
         2.0985376372045527E+009         3.6799720072609592E+000         2.5105754621988314E+000         1.7777273016413329E+000         5.7291775010526180E-003            1.584717            1.168408            0.957547            0.523455            0.672293            0.380095            0.160481           -0.111831           -0.033454           -0.305446           -0.374141           -0.554919           -0.536527            2.000000
         2.1006625953756852E+009         3.6788045117349322E+000         2.4855472964894236E+000         1.7980738203175841E+000         5.7291775010526180E-003            1.546261            1.126550            0.914493            0.477547            0.627311            0.333317            0.112663           -0.160377           -0.081841           -0.355451           -0.424807           -0.606335           -0.588178            2.000000
         2.1028162441586328E+009         3.6776198180444046E+000         2.4603615798186889E+000         1.8185079345392698E+000         5.7291937991976738E-003            1.508014            1.084795            0.871535            0.431566            0.582318            0.286448            0.064706           -0.209075           -0.130385           -0.405673           -0.475708           -0.657899           -0.639991            2.000000
         2.1051894948722210E+009         3.6764209916674151E+000         2.4351573263154087E+000         1.8389014587752803E+000         5.7292156852781773E-003            1.470136            1.043373            0.828911            0.385845            0.537610            0.239822            0.016974           -0.257561           -0.178718           -0.455738           -0.526465           -0.709234           -0.691584            2.000000
         2.1081565273090243E+009         3.6752989129359768E+000         2.4105813922827983E+000         1.8589679943698365E+000         5.7292184792459011E-003            1.432365            1.002241            0.786621            0.340670            0.493380            0.193791           -0.030096           -0.305334           -0.226352           -0.505004           -0.576354           -0.759697           -0.742294            2.000000
         2.1109927427699494E+009         3.6742028006373362E+000         2.3869029879563257E+000         1.8782404662248047E+000         5.7292184792459011E-003            1.396361            0.962938            0.746159            0.297424            0.451052            0.149705           -0.075192           -0.351115           -0.272001           -0.552247           -0.624173           -0.808157           -0.790997            2.000000
         2.1127680283659663E+009         3.6729396106302086E+000         2.3610440110734334E+000         1.8990324678149944E+000         5.7292240671813488E-003            1.358464            0.921243            0.703117            0.251210            0.405887            0.102521           -0.123534           -0.400243           -0.320979           -0.603062           -0.675618           -0.860435           -0.843550            2.000000
         2.1143353035780144E+009         3.6717101613796830E+000         2.3360911483715108E+000         1.9190540424184648E+000         5.7292240671813488E-003            1.322214            0.881275            0.661814            0.206843            0.362537            0.057205           -0.169974           -0.447446           -0.368041           -0.651912           -0.725047           -0.910768           -0.894151            2.000000
         2.1159001824977508E+009         3.6704211570560341E+000         2.3103539325435820E+000         1.9396207536136072E+000         5.7292324490845203E-003            1.285377            0.840518            0.619645            0.161474            0.318229            0.010834           -0.217521           -0.495790           -0.416241           -0.701990           -0.775703           -0.962464           -0.946127            2.000000
         2.1175332501092262E+009         3.6691280211182891E+000         2.2846688847626604E+000         1.9601170135408150E+000         5.7297460734844208E-003            1.248890            0.800071            0.577766            0.116386            0.274205           -0.035266           -0.264802           -0.543869           -0.464180           -0.751814           -0.826081           -1.013973           -0.997918            2.000000
         2.1194998893045683E+009         3.6678833787708944E+000         2.2595106021033611E+000         1.9802757338145405E+000         5.7303467765450478E-003            1.212839            0.760166            0.536469            0.071993            0.230836           -0.080644           -0.311317           -0.591151           -0.511333           -0.800784           -0.875563           -1.064623           -1.048841            2.000000
         2.1225828076658738E+009         3.6667431471247114E+000         2.2355809675442604E+000         1.9996094440663950E+000         5.7308827526867390E-003            1.177803            0.721550            0.496558            0.029231            0.189013           -0.124318           -0.356036           -0.636573           -0.556640           -0.847761           -0.922994           -1.113188           -1.097662            2.000000
         2.1251801303600163E+009         3.6655561515222423E+000         2.2110724059413593E+000         2.0193384195960293E+000         5.7313963770866394E-003            1.142421            0.682431            0.456096           -0.014214            0.146549           -0.168718           -0.401525           -0.682792           -0.602744           -0.895607           -0.971303           -1.162738           -1.147477            2.000000
         2.1267543821156783E+009         3.6642481234956472E+000         2.1854506465550005E+000         2.0397071497841055E+000         5.7318718172609806E-003            1.106936            0.642848            0.415063           -0.058559            0.103288           -0.214120           -0.448126           -0.730200           -0.650027           -0.944819           -1.021014           -1.213884           -1.198908            2.000000
         2.1279992578846393E+009         3.6628924449404225E+000         2.1595127096080051E+000         2.0602043204482143E+000         5.7323062792420387E-003            1.071822            0.603486            0.374217           -0.102876            0.060104           -0.259541           -0.494792           -0.777704           -0.697405           -0.994206           -1.070915           -1.265341           -1.250658            2.000000
         2.1291231123117301E+009         3.6615805497280567E+000         2.1342046671954025E+000         2.0802471226490558E+000         5.7327221147716045E-003            1.037485            0.565014            0.334319           -0.146176            0.017908           -0.303920           -0.540382           -0.824106           -0.743691           -1.042448           -1.119652           -1.315644           -1.301244            2.000000
         2.1302039138948736E+009         3.6601912926490243E+000         2.1081607322057527E+000         2.1007156758831771E+000         5.7339086197316647E-003            1.003152            0.526308            0.294137           -0.190020           -0.024752           -0.348915           -0.586665           -0.871254           -0.790717           -1.091560           -1.169294           -1.367002           -1.352900            2.000000
         2.1312659136712899E+009         3.6588129685739723E+000         2.0822105978414900E+000         2.1211330633758645E+000         5.7356148026883602E-003            0.968995            0.487797            0.254181           -0.233671           -0.067213           -0.393722           -0.632758           -0.918209           -0.837556           -1.140486           -1.218754           -1.418218           -1.404412            2.000000
         2.1322615399683042E+009         3.6574170917992266E+000         2.0563285286527959E+000         2.1414119179973428E+000         5.7370616123080254E-003            0.935554            0.449957            0.214913           -0.276749           -0.109068           -0.437981           -0.678328           -0.964657           -0.883890           -1.188957           -1.267779           -1.469071           -1.455561            2.000000
         2.1332277073921337E+009         3.6560198972192133E+000         2.0303869265713175E+000         2.1617441010490666E+000         5.7384627871215343E-003            0.902173            0.412174            0.175730           -0.319817           -0.150893           -0.482245           -0.723915           -1.011129           -0.930250           -1.237481           -1.316879           -1.520040           -1.506827            2.000000
         2.1341623967400374E+009         3.6546101954679457E+000         2.0044065336639276E+000         2.1820641281169681E+000         5.7397596538066864E-003            0.869149            0.374725            0.136904           -0.362641           -0.192439           -0.526289           -0.769305           -1.057419           -0.976431           -1.285874           -1.365877           -1.570961           -1.558044            2.000000
         2.1350604888418703E+009         3.6532001131160898E+000         1.9784805517011852E+000         2.2023274346393218E+000         5.7409885339438915E-003            0.836977            0.337991            0.098891           -0.405121           -0.233486           -0.570020           -0.814485           -1.103521           -1.022436           -1.334158           -1.414794           -1.621827           -1.609216            2.000000
         2.1359361822783055E+009         3.6517520689270402E+000         1.9522622493177253E+000         2.2227300216953978E+000         5.7421578094363213E-003            0.805193            0.301516            0.061113           -0.447579           -0.274427           -0.613775           -0.859753           -1.149744           -1.068562           -1.382657           -1.463962           -1.672958           -1.660658            2.000000
         2.1367703872022104E+009         3.6503218065647767E+000         1.9262934142691859E+000         2.2429535884642973E+000         5.7432395406067371E-003            0.773741            0.265424            0.023669           -0.489578           -0.314926           -0.657065           -0.904540           -1.195469           -1.114198           -1.430652           -1.512623           -1.723475           -1.711471            2.000000
         2.1375778286399517E+009         3.6488638601798540E+000         1.9001989547636962E+000         2.2631909462408446E+000         5.7442747056484222E-003            0.742724            0.229687           -0.013491           -0.531323           -0.355143           -0.700134           -0.949135           -1.241018           -1.159660           -1.478535           -1.561190           -1.773861           -1.762143            2.000000
         2.1383570113652668E+009         3.6473832806469870E+000         1.8739302600368046E+000         2.2835109591588623E+000         5.7452553883194923E-003            0.711933            0.194100           -0.050559           -0.573005           -0.395272           -0.743172           -0.993722           -1.286573           -1.205132           -1.526482           -1.609839           -1.824293           -1.812849            2.000000
         2.1391000612555594E+009         3.6459204976333313E+000         1.8480111318778567E+000         2.3035518055189592E+000         5.7461732067167759E-003            0.681752            0.159166           -0.086983           -0.613966           -0.434722           -0.785485           -1.037567           -1.331375           -1.249856           -1.573670           -1.657726           -1.873889           -1.862703            2.000000
         2.1398239964932971E+009         3.6444300544430366E+000         1.8217812848792425E+000         2.3237913425513694E+000         5.7470584288239479E-003            0.651606            0.124167           -0.123510           -0.655111           -0.474329           -0.828021           -1.081662           -1.376450           -1.294857           -1.621197           -1.705973           -1.923836           -1.912897            2.000000
         2.1405238581900992E+009         3.6429332641363894E+000         1.7955176235219490E+000         2.3440380358456272E+000         5.7479050010442734E-003            0.621710            0.089377           -0.159834           -0.696086           -0.513759           -0.870408           -1.125617           -1.421392           -1.339730           -1.668626           -1.754133           -1.973671           -1.962965            2.000000
         2.1411950687555065E+009         3.6414249426566325E+000         1.7693041682537536E+000         2.3641873325480791E+000         5.7487082667648792E-003            0.592396            0.055121           -0.195615           -0.736589           -0.552702           -0.912349           -1.169138           -1.465915           -1.384188           -1.715681           -1.801933           -2.023137           -2.012649            2.000000
         2.1418476639420648E+009         3.6399122995686768E+000         1.7429290907653701E+000         2.3844794429328178E+000         5.7494812645018101E-003            0.563002            0.020742           -0.231503           -0.777265           -0.591808           -0.954485           -1.212860           -1.510651           -1.428864           -1.762981           -1.849989           -2.072853           -2.062569            2.000000
         2.1424703870787663E+009         3.6383655214170068E+000         1.7166152749872641E+000         2.4045727293254733E+000         5.7502104900777340E-003            0.534762           -0.012583           -0.266307           -0.817044           -0.629953           -0.995773           -1.255772           -1.554608           -1.472763           -1.809591           -1.897381           -2.121943           -2.111845            2.000000
         2.1430770272753000E+009         3.6368321703930473E+000         1.6901599721829408E+000         2.4248595010793741E+000         5.7509182952344418E-003            0.506121           -0.046310           -0.301459           -0.857225           -0.668470           -1.037472           -1.299087           -1.598971           -1.517075           -1.856614           -1.945189           -2.171442           -2.161519            2.000000
         2.1436581349043851E+009         3.6352846253122904E+000         1.6638877447426259E+000         2.4449052085783287E+000         5.7515953667461872E-003            0.478508           -0.079052           -0.335556           -0.896521           -0.706070           -1.078321           -1.341571           -1.642527           -1.560581           -1.902889           -1.992266           -2.220244           -2.210477            2.000000
         2.1442155950781958E+009         3.6337402034160924E+000         1.6376324033201661E+000         2.4649452155614799E+000         5.7522347196936607E-003            0.451136           -0.111563           -0.369338           -0.935636           -0.743471           -1.119007           -1.383899           -1.685940           -1.603948           -1.949050           -2.039239           -2.268968           -2.259342            2.000000
         2.1447586910982881E+009         3.6321518959448005E+000         1.6111840288783597E+000         2.4850007848646225E+000         5.7528545148670673E-003            0.424611           -0.143353           -0.402311           -0.974275           -0.780319           -1.159283           -1.425874           -1.729047           -1.647010           -1.995025           -2.086060           -2.317627           -2.308126            2.000000
         2.1452835423246117E+009         3.6305889220575178E+000         1.5847750074010241E+000         2.5051166138275143E+000         5.7534524239599705E-003            0.397892           -0.175284           -0.435311           -1.013041           -0.817292           -1.199688           -1.467965           -1.772271           -1.690194           -2.041115           -2.132991           -2.366416           -2.357027            2.000000
         2.1457902290160902E+009         3.6289697206678975E+000         1.5581070306093288E+000         2.5252647010832243E+000         5.7540284469723701E-003            0.372207           -0.206328           -0.467297           -1.051246           -0.853596           -1.239614           -1.509656           -1.815156           -1.733038           -2.087018           -2.179778           -2.415185           -2.405891            2.000000
         2.1462768906727986E+009         3.6273902978387538E+000         1.5317614795342704E+000         2.5452478981981557E+000         5.7545802555978298E-003            0.346661           -0.237114           -0.498919           -1.089128           -0.889566           -1.279208           -1.550995           -1.857668           -1.775512           -2.132521           -2.226149           -2.463541           -2.454328            2.000000
         2.1467496772726803E+009         3.6257718587567016E+000         1.5051559385982061E+000         2.5653328209979773E+000         5.7551125064492226E-003            0.321646           -0.267447           -0.530148           -1.126810           -0.925248           -1.318676           -1.592283           -1.900125           -1.817930           -2.178074           -2.272588           -2.512013           -2.502857            2.000000
         2.1472036864864078E+009         3.6241565419194135E+000         1.4786646198423989E+000         2.5853142685100390E+000         5.7556256651878357E-003            0.297950           -0.296669           -0.560122           -1.163926           -0.960169           -1.357662           -1.633238           -1.942263           -1.860040           -2.223387           -2.318788           -2.560250           -2.551163            2.000000
         2.1476428738900747E+009         3.6225140591959950E+000         1.4520697248784815E+000         2.6052884797903832E+000         5.7561169378459454E-003            0.275127           -0.325136           -0.589311           -1.200587           -0.994531           -1.396267           -1.673895           -1.984121           -1.901873           -2.268524           -2.364828           -2.608369           -2.599336            2.000000
         2.1480705091912827E+009         3.6208570130851805E+000         1.4252781480296590E+000         2.6253985142829612E+000         5.7566002942621708E-003            0.252446           -0.353501           -0.618411           -1.237269           -1.028872           -1.434941           -1.714657           -2.026093           -1.943823           -2.313845           -2.411068           -2.656718           -2.647715            2.000000
         2.1484789285697966E+009         3.6191973981956638E+000         1.3987163608555453E+000         2.6452667947174313E+000         5.7570585049688816E-003            0.230628           -0.380987           -0.646609           -1.273115           -1.062354           -1.472808           -1.754621           -2.067281           -1.984990           -2.358436           -2.456588           -2.704368           -2.695364            2.000000
         2.1488748550264125E+009         3.6175087245527462E+000         1.3720086291923761E+000         2.6651621971954880E+000         5.7575060054659843E-003            0.209453           -0.407904           -0.674201           -1.308556           -1.095371           -1.510329           -1.794281           -2.108207           -2.025898           -2.402879           -2.501987           -2.751957           -2.742919            2.000000
         2.1492577002509460E+009         3.6158564782243294E+000         1.3454251492366032E+000         2.6850765523202824E+000         5.7579372078180313E-003            0.187947           -0.435071           -0.702002           -1.344108           -1.128539           -1.547946           -1.833993           -2.149190           -2.066869           -2.447361           -2.547423           -2.799564           -2.790470            2.000000
         2.1496293353649015E+009         3.6141383101533506E+000         1.3185588966419830E+000         2.7050070804873956E+000         5.7583572342991829E-003            0.167712           -0.461134           -0.728601           -1.378875           -1.160811           -1.584875           -1.873094           -2.189653           -2.107324           -2.491528           -2.592601           -2.847030           -2.837835            2.000000
         2.1499891436085505E+009         3.6124274586896803E+000         1.2916797707075349E+000         2.7249768664942176E+000         5.7587688788771629E-003            0.147587           -0.487087           -0.754985           -1.413518           -1.192956           -1.621695           -1.912071           -2.230039           -2.147706           -2.535672           -2.637774           -2.894521           -2.885194            2.000000
         2.1503351095100656E+009         3.6107069131570539E+000         1.2648748263005929E+000         2.7448311531560652E+000         5.7591618970036507E-003            0.128218           -0.512311           -0.780494           -1.447490           -1.224400           -1.657875           -1.950410           -2.269855           -2.187523           -2.579342           -2.682506           -2.941625           -2.932128            2.000000
         2.1506696936872754E+009         3.6089795167470804E+000         1.2380916867473084E+000         2.7646332146514649E+000         5.7595409452915192E-003            0.109432           -0.536983           -0.805273           -1.480958           -1.255313           -1.693576           -1.988266           -2.309264           -2.226940           -2.622699           -2.726957           -2.988505           -2.978800            2.000000
         2.1509940564459081E+009         3.6072441692643276E+000         1.2112200952275043E+000         2.7844885612627328E+000         5.7599144056439400E-003            0.091023           -0.561322           -0.829515           -1.514154           -1.285927           -1.729036           -2.025878           -2.348512           -2.266202           -2.665995           -2.771385           -3.035424           -3.025474            2.000000
         2.1513072318201256E+009         3.6054967928328248E+000         1.1843706890420171E+000         2.8042704079876710E+000         5.7602711021900177E-003            0.073392           -0.584932           -0.852769           -1.546706           -1.315854           -1.763882           -2.062876           -2.387241           -2.304952           -2.708887           -2.815452           -3.082054           -3.071817            2.000000
         2.1516111465225830E+009         3.6037526757614931E+000         1.1575189219427715E+000         2.8240639515310377E+000         5.7606226764619350E-003            0.056114           -0.608211           -0.875418           -1.578953           -1.345458           -1.798439           -2.099566           -2.425750           -2.343488           -2.751641           -2.859416           -3.128633           -3.118075            2.000000
         2.1519051439757981E+009         3.6019753826933703E+000         1.1305207717397012E+000         2.8438675081278801E+000         5.7609607465565205E-003            0.039838           -0.630600           -0.896808           -1.610519           -1.374312           -1.832370           -2.135657           -2.463789           -2.381563           -2.794098           -2.903146           -3.175091           -3.164164            2.000000
         2.1521896519528370E+009         3.6001959220037270E+000         1.1035865376372211E+000         2.8635945926234205E+000         5.7612904347479343E-003            0.024274           -0.652327           -0.917289           -1.641660           -1.402799           -1.865949           -2.171439           -2.501497           -2.419309           -2.836187           -2.946513           -3.221196           -3.209897            2.000000
         2.1524660516635790E+009         3.5983805992672435E+000         1.0764491384735762E+000         2.8833770624434072E+000         5.7616145350039005E-003            0.009680           -0.673232           -0.936755           -1.672491           -1.430792           -1.899462           -2.207179           -2.539085           -2.456939           -2.878123           -2.989728           -3.267173           -3.255508            2.000000
         2.1527330026881995E+009         3.5965884358004265E+000         1.0494912574112991E+000         2.9030686269933867E+000         5.7619251310825348E-003           -0.004657           -0.693851           -0.955832           -1.703231           -1.458579           -1.932887           -2.242870           -2.576520           -2.494417           -2.919784           -3.032639           -3.312793           -3.300771            2.000000
         2.1529917761442509E+009         3.5947647678527970E+000         1.0223514686837762E+000         2.9228114318245790E+000         5.7622301392257214E-003           -0.018117           -0.713691           -0.973943           -1.733562           -1.485828           -1.966007           -2.278365           -2.613741           -2.531684           -2.961290           -3.075413           -3.358321           -3.345918            2.000000
         2.1532421037303200E+009         3.5929375788817928E+000         9.9529610569016813E-001         2.9424512408503918E+000         5.7625267654657364E-003           -0.030564           -0.732603           -0.990892           -1.763248           -1.512378           -1.998467           -2.313370           -2.650484           -2.568477           -3.002382           -3.117789           -3.403479           -3.390676            2.000000
         2.1534846823319597E+009         3.5911012207799429E+000         9.6819252175413917E-001         2.9620976206603431E+000         5.7628154754638672E-003           -0.041101           -0.750030           -1.005852           -1.792142           -1.537975           -2.030304           -2.347909           -2.686911           -2.604977           -3.043365           -3.160109           -3.448673           -3.435487            2.000000
         2.1537203851593170E+009         3.5892506742970305E+000         9.4103556170112124E-001         2.9817350833756118E+000         5.7630958035588264E-003           -0.050953           -0.766782           -1.019948           -1.820453           -1.562919           -2.061582           -2.382027           -2.722892           -2.641034           -3.084088           -3.202214           -3.493729           -3.480093            2.000000
         2.1539486167361031E+009         3.5874088048365778E+000         9.1394877554865839E-001         3.0013318259570694E+000         5.7633677497506142E-003           -0.060493           -0.783157           -1.033514           -1.848296           -1.587363           -2.092353           -2.415642           -2.758451           -2.676673           -3.124566           -3.244114           -3.538639           -3.524477            2.000000
         2.1541690238018494E+009         3.5855373243430995E+000         8.8674189208990573E-001         3.0209248932097017E+000         5.7636341080069542E-003           -0.069066           -0.798587           -1.045864           -1.875269           -1.610823           -2.122240           -2.448316           -2.793335           -2.711643           -3.164697           -3.285749           -3.583423           -3.568627            2.000000
         2.1543839640605707E+009         3.5836693594466755E+000         8.5955370180015356E-001         3.0405065399749551E+000         5.7638897560536861E-003           -0.077286           -0.813591           -1.057574           -1.901561           -1.633645           -2.151378           -2.480059           -2.827705           -2.746105           -3.204604           -3.327227           -3.628154           -3.612619            2.000000
         2.1545924905727968E+009         3.5817994957800012E+000         8.3238869503114366E-001         3.0600510031303410E+000         5.7641426101326942E-003           -0.084982           -0.828001           -1.068428           -1.926930           -1.655628           -2.179598           -2.510846           -2.861399           -2.779897           -3.244179           -3.368459           -3.672769           -3.656371            2.000000
         2.1547936130260534E+009         3.5799044639115571E+000         8.0509840205167993E-001         3.0796140805652956E+000         5.7643875479698181E-003           -0.091807           -0.841520           -1.078020           -1.951237           -1.676745           -2.206692           -2.540346           -2.894297           -2.812902           -3.283423           -3.409480           -3.717367           -3.699955            2.000000
         2.1549899235014057E+009         3.5779897080717138E+000         7.7779006506826343E-001         3.0991085042574289E+000         5.7646236382424831E-003           -0.097632           -0.853989           -1.086142           -1.974232           -1.696775           -2.232549           -2.568280           -2.926144           -2.844865           -3.322117           -3.450080           -3.761750           -3.743158            2.000000
         2.1551810680054460E+009         3.5760857748133086E+000         7.5049063002146499E-001         3.1186293350310645E+000         5.7648574002087116E-003           -0.103268           -0.866159           -1.093605           -1.996302           -1.716245           -2.258189           -2.595534           -2.957435           -2.876232           -3.360636           -3.490619           -3.806240           -3.786315            2.000000
         2.1553660556000028E+009         3.5741679727055669E+000         7.2319453497215158E-001         3.1380839707371013E+000         5.7650855742394924E-003           -0.107972           -0.877326           -1.099548           -2.016909           -1.734504           -2.282493           -2.621956           -2.987773           -2.906769           -3.398591           -3.530747           -3.850554           -3.829112            2.000000
         2.1555456948884473E+009         3.5722398881355355E+000         6.9587487038299001E-001         3.1575127868838715E+000         5.7653081603348255E-003           -0.111883           -0.887702           -1.104116           -2.036898           -1.751795           -2.305550           -2.647264           -3.017012           -2.936311           -3.436144           -3.570590           -3.894774           -3.871711            2.000000
         2.1557208945461001E+009         3.5703057757344738E+000         6.6846920403629850E-001         3.1769939316647755E+000         5.7655256241559982E-003           -0.115264           -0.897636           -1.107653           -2.057588           -1.768679           -2.328273           -2.672007           -3.046315           -2.965898           -3.473594           -3.610384           -3.939055           -3.914374            2.000000
         2.1558908573399763E+009         3.5683684751346876E+000         6.4112130232273357E-001         3.1963956134443734E+000         5.7657342404127121E-003           -0.117846           -0.906821           -1.109876           -2.077831           -1.785015           -2.350450           -2.696224           -3.075908           -2.995310           -3.510607           -3.649796           -3.983055           -3.956744            2.000000
         2.1560566468093772E+009         3.5664035761939989E+000         6.1359119023009501E-001         3.2158585720043451E+000         5.7659433223307133E-003           -0.119396           -0.915071           -1.110516           -2.097507           -1.800646           -2.372000           -2.719848           -3.105689           -3.025355           -3.547364           -3.689043           -4.027053           -3.999052            2.000000
         2.1562174424871125E+009         3.5644513195439429E+000         5.8619292275731294E-001         3.2352304082339218E+000         5.7661440223455429E-003           -0.120401           -0.922748           -1.110144           -2.116621           -1.815732           -2.392979           -2.742877           -3.135080           -3.055027           -3.583699           -3.727915           -4.070747           -4.041010            2.000000
         2.1563746050115819E+009         3.5624926693799992E+000         5.5875119494489001E-001         3.2546080016247663E+000         5.7663419283926487E-003           -0.120643           -0.929662           -1.108516           -2.134789           -1.830074           -2.413243           -2.765173           -3.163843           -3.084210           -3.619711           -3.766542           -4.114319           -4.082755            2.000000
         2.1565282030712919E+009         3.5605225036385604E+000         5.3124973927817531E-001         3.2739865785406210E+000         5.7665319181978703E-003           -0.119955           -0.935629           -1.105439           -2.151993           -1.843420           -2.432553           -2.786483           -3.191655           -3.112493           -3.655319           -3.804862           -4.157731           -4.124208            2.000000
         2.1566789298454895E+009         3.5585452080770059E+000         5.0374803911130261E-001         3.2933222754061489E+000         5.7667270302772522E-003           -0.118282           -0.940552           -1.100858           -2.167988           -1.855566           -2.450692           -2.806562           -3.218385           -3.139525           -3.690401           -3.842757           -4.200866           -4.165225            2.000000
         2.1568286508067274E+009         3.5565569369172696E+000         4.7617875020107381E-001         3.3126628873232553E+000         5.7669137604534626E-003           -0.114063           -0.943311           -1.093548           -2.181958           -1.865640           -2.467195           -2.825036           -3.243764           -3.165202           -3.725183           -3.880516           -4.244112           -4.206220            2.000000
         2.1569962204697928E+009         3.5545744423142516E+000         4.4858963103777594E-001         3.3319878401617267E+000         5.7671284303069115E-003           -0.108852           -0.945104           -1.085034           -2.194489           -1.874386           -2.482416           -2.842120           -3.267791           -3.189494           -3.759572           -3.917996           -4.287226           -4.246875            3.000000
         2.1570006125899110E+009         3.5548026169246532E+000         4.5155394844969055E-001         3.3299272495008667E+000         5.7671312242746353E-003           -0.109832           -0.945319           -1.086476           -2.193521           -1.873847           -2.481144           -2.840644           -3.265513           -3.187188           -3.756045           -3.914107           -4.282680           -4.242631            3.000000
         2.1570006496733165E+009         3.5567752740366689E+000         4.7754805814191648E-001         3.3118236914504884E+000         5.7671312242746353E-003           -0.117284           -0.946024           -1.097595           -2.183624           -1.867727           -2.468656           -2.826316           -3.244264           -3.165675           -3.724596           -3.879593           -4.242577           -4.204984            3.000000
         2.1570008029399147E+009         3.5690082723427361E+000         6.3973468396358046E-001         3.1985688212360728E+000         5.7671312242746353E-003           -0.136169           -0.924287           -1.130978           -2.092202           -1.800809           -2.364587           -2.709789           -3.087428           -3.007134           -3.519876           -3.658260           -3.989996           -3.964422            3.000000
         2.1570009862511644E+009         3.5811082914055214E+000         8.0360529647177614E-001         3.0830981075047754E+000         5.7671312242746353E-003           -0.123324           -0.871066           -1.112074           -1.975091           -1.702662           -2.229303           -2.561596           -2.913275           -2.831858           -3.298422           -3.423351           -3.728990           -3.712571            3.000000
         2.1570012650657849E+009         3.5929544166896807E+000         9.6763086781202823E-001         2.9664568665951312E+000         5.7671312242746353E-003           -0.085125           -0.790347           -1.050897           -1.822537           -1.571890           -2.058439           -2.373525           -2.710724           -2.628796           -3.062697           -3.178131           -3.463877           -3.451581            3.000000
         2.1570017086316514E+009         3.6044370753356967E+000         1.1312156662267525E+000         2.8488025312669558E+000         5.7671312242746353E-003           -0.013110           -0.678510           -0.948753           -1.647134           -1.414995           -1.866226           -2.166650           -2.492187           -2.409997           -2.816400           -2.923726           -3.191974           -3.182098            3.000000
         2.1570024208095293E+009         3.6154645768822822E+000         1.2921469948436670E+000         2.7319810349198130E+000         5.7671312242746353E-003            0.084092           -0.544349           -0.814077           -1.457451           -1.241498           -1.662356           -1.949153           -2.264780           -2.182566           -2.563795           -2.664122           -2.916846           -2.908419            3.000000
         2.1570036049663873E+009         3.6262028081036313E+000         1.4533108177846734E+000         2.6137699538779939E+000         5.7671312242746353E-003            0.201481           -0.390758           -0.655765           -1.250828           -1.049835           -1.442827           -1.716311           -2.023952           -1.941895           -2.301076           -2.395379           -2.634302           -2.625919            3.000000
         2.1570056117060289E+009         3.6366100907827690E+000         1.6142678726680626E+000         2.4944418344331050E+000         5.7671312242746353E-003            0.342077           -0.215528           -0.473570           -1.029642           -0.840827           -1.210636           -1.472710           -1.772786           -1.691004           -2.030735           -2.119429           -2.345912           -2.336810            3.000000
         2.1570090130838804E+009         3.6466010591938156E+000         1.7733195939034394E+000         2.3753537774100746E+000         5.7671312242746353E-003            0.500524           -0.024494           -0.272384           -0.797799           -0.619105           -0.969233           -1.221017           -1.514427           -1.433078           -1.755628           -1.839343           -2.054645           -2.044163            3.000000
         2.1570148998322268E+009         3.6564790398631448E+000         1.9322135976717587E+000         2.2559714672426319E+000         5.7671312242746353E-003            0.668475            0.175234           -0.063120           -0.558199           -0.389487           -0.720785           -0.962482           -1.249429           -1.168727           -1.475184           -1.554358           -1.756852           -1.744295            3.000000
         2.1570249632769747E+009         3.6663309172085548E+000         2.0927895093816296E+000         2.1348028168077464E+000         5.7671312242746353E-003            0.851279            0.389345            0.161575           -0.307265           -0.147094           -0.461658           -0.694116           -0.974886           -0.895039           -1.186724           -1.262064           -1.452617           -1.437892            3.000000
         2.1570395112725945E+009         3.6760049445309422E+000         2.2517679441540963E+000         2.0145202571859131E+000         5.7671312242746353E-003            1.042882            0.610296            0.393148           -0.052122            0.100286           -0.199003           -0.422778           -0.697532           -0.618795           -0.896563           -0.967465           -1.150317           -1.133389            3.000000
         2.1570575575945802E+009         3.6845398996188461E+000         2.4075679311937970E+000         1.8928599050038697E+000         5.7671312242746353E-003            1.255719            0.848542            0.640446            0.216088            0.361670            0.075556           -0.140556           -0.409955           -0.332393           -0.598484           -0.664713           -0.841703           -0.822907            3.000000
         2.1570810092894878E+009         3.6854125971626823E+000         2.4425843915155880E+000         1.8613340672237733E+000         5.7671312242746353E-003            1.324901            0.920699            0.713745            0.291559            0.436436            0.151708           -0.063580           -0.332444           -0.254992           -0.519906           -0.585715           -0.761916           -0.742905            3.000000
